id,timestamp,experiment,activity,userType,userId,action,data,data2
6454,2019-01-08 12:58:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
225,2019-01-08 12:58:46,exp1,36_378,teacher,-1,CHANGE_SLIDE,94,95
6458,2019-01-08 12:58:51,exp1,36_378,tester,0,SLIDE_AUTO_STOP,0,
6461,2019-01-08 12:58:54,exp1,36_378,tester,0,SLIDE_AUTO_START,95,
6462,2019-01-08 12:58:56,exp1,36_378,tester,0,SLIDE_PREV,94,
6463,2019-01-08 12:58:56,exp1,36_378,tester,0,SLIDE_AUTO_STOP,0,
6483,2019-01-08 12:59:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6485,2019-01-08 12:59:46,exp1,36_378,student,159,SLIDE_PREV,94,
6486,2019-01-08 12:59:46,exp1,36_378,student,159,SLIDE_AUTO_STOP,0,
6487,2019-01-08 12:59:49,exp1,36_378,student,156,WRITE_NOTE,0,"<p>Cl&eacute; UMTICE : GP2018</p><p>&nbsp;</p><p><strong>Projet </strong>: r&eacute;alisation d&#39;un produit par une &eacute;quipe en vue d&#39;un objectiff pr&eacute;d&eacute;fini<br /><strong>Acteurs </strong>:&nbsp;</p><ul><li>Metier : exprime le besoin</li><li>MOA : explique les impacts fonctionnels</li><li>MOE : &eacute;quipe de developpement, r&eacute;alisee</li></ul><p>Activit&eacute;s du chef de projet :</p><ul><li>Suivi strategique</li><li>Pilotage operationnel</li><li>Organisation humaine</li><li>Conduite du changement : accompagner les personnes &agrave; s&#39;approprier les changements</li><li>Ma&icirc;trise de la qualit&eacute;</li><li>Contractualisation</li></ul><p>Coop&eacute;ration : fragmentation d&#39;une grande t&acirc;che en plusieurs sous-taches associ&eacute;s &agrave; une personne (responsabilit&eacute; individuelle de chaque personne)<br />Collaboration : une grande t&acirc;che r&eacute;alis&eacute;e par tout le monde (responsabilit&eacute; collective)</p><p>Contraintes : qualit&eacute;, co&ucirc;t, d&eacute;lai</p><p>Plan de charge : planning par m&eacute;tier (nombre de ressources au cours du temps pour chaque m&eacute;tier)</p><p>&nbsp;</p><p># Agile</p><ul><li>iteratif, incr&eacute;mental et adaptatif</li><li>4 valeurs fondamentales :<ul><li>individus et leurs interactions</li><li>logiciels/produits operationnels</li><li>collaboration avec les clients</li><li>adaptation au changement</li></ul></li><li>12 principes</li></ul>"
6488,2019-01-08 12:59:52,exp1,36_378,student,159,SLIDE_AUTO_START,95,
6489,2019-01-08 12:59:52,exp1,36_378,student,159,SLIDE_NEXT,95,
6504,2019-01-08 13:00:22,exp1,36_378,tester,0,SLIDE_AUTO_START,95,
6505,2019-01-08 13:00:22,exp1,36_378,tester,0,SLIDE_NEXT,95,
6512,2019-01-08 13:00:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
226,2019-01-08 13:01:05,exp1,36_378,teacher,-1,CHANGE_SLIDE,95,96
6536,2019-01-08 13:01:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6560,2019-01-08 13:02:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
227,2019-01-08 13:02:46,exp1,36_378,teacher,-1,CHANGE_SLIDE,96,97
6584,2019-01-08 13:03:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6608,2019-01-08 13:04:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6610,2019-01-08 13:04:45,exp1,36_378,student,136,SLIDE_PREV,96,
6611,2019-01-08 13:04:45,exp1,36_378,student,136,SLIDE_AUTO_STOP,0,
6613,2019-01-08 13:04:47,exp1,36_378,student,136,SLIDE_AUTO_START,97,
6614,2019-01-08 13:04:47,exp1,36_378,student,136,SLIDE_NEXT,97,
6636,2019-01-08 13:05:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
228,2019-01-08 13:05:55,exp1,36_378,teacher,-1,CHANGE_SLIDE,97,98
6658,2019-01-08 13:06:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6664,2019-01-08 13:07:00,exp1,36_378,student,155,SLIDE_PREV,97,
6665,2019-01-08 13:07:00,exp1,36_378,student,155,SLIDE_AUTO_STOP,0,
6684,2019-01-08 13:07:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6707,2019-01-08 13:08:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6718,2019-01-08 13:09:12,exp1,36_378,student,139,WRITE_NOTE,0,<p>Expression : metier</p><p>Speci : MOA</p><p>Codage : MOE</p><p>&nbsp;</p>
6727,2019-01-08 13:09:28,exp1,36_378,tester,137,SLIDE_AUTO_START,97,
6730,2019-01-08 13:09:34,exp1,36_378,student,145,SLIDE_PREV,97,
6731,2019-01-08 13:09:34,exp1,36_378,student,145,SLIDE_AUTO_STOP,0,
6733,2019-01-08 13:09:36,exp1,36_378,student,145,SLIDE_PREV,96,
6734,2019-01-08 13:09:36,exp1,36_378,student,145,SLIDE_AUTO_STOP,0,
6735,2019-01-08 13:09:37,exp1,36_378,student,145,SLIDE_PREV,95,
6736,2019-01-08 13:09:37,exp1,36_378,student,145,SLIDE_AUTO_STOP,0,
6738,2019-01-08 13:09:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6741,2019-01-08 13:09:38,exp1,36_378,student,145,SLIDE_PREV,94,
6742,2019-01-08 13:09:38,exp1,36_378,student,145,SLIDE_AUTO_STOP,0,
6739,2019-01-08 13:09:38,exp1,36_378,student,152,SLIDE_PREV,97,
6740,2019-01-08 13:09:38,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
6745,2019-01-08 13:09:39,exp1,36_378,student,148,SLIDE_PREV,97,
6746,2019-01-08 13:09:39,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
6743,2019-01-08 13:09:39,exp1,36_378,student,152,SLIDE_PREV,96,
6744,2019-01-08 13:09:39,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
6747,2019-01-08 13:09:39,exp1,36_378,student,152,SLIDE_PREV,95,
6748,2019-01-08 13:09:39,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
6751,2019-01-08 13:09:40,exp1,36_378,student,148,SLIDE_PREV,96,
6752,2019-01-08 13:09:40,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
6749,2019-01-08 13:09:40,exp1,36_378,student,152,SLIDE_PREV,94,
6750,2019-01-08 13:09:40,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
6753,2019-01-08 13:09:41,exp1,36_378,student,148,SLIDE_PREV,95,
6754,2019-01-08 13:09:41,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
6755,2019-01-08 13:09:42,exp1,36_378,student,148,SLIDE_PREV,94,
6756,2019-01-08 13:09:42,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
6780,2019-01-08 13:10:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6781,2019-01-08 13:10:42,exp1,36_378,student,147,SLIDE_PREV,97,
6782,2019-01-08 13:10:42,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
6783,2019-01-08 13:10:44,exp1,36_378,student,147,SLIDE_AUTO_START,98,
6784,2019-01-08 13:10:44,exp1,36_378,student,147,SLIDE_NEXT,98,
6786,2019-01-08 13:10:50,exp1,36_378,student,147,SLIDE_PREV,97,
6787,2019-01-08 13:10:50,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
6789,2019-01-08 13:10:51,exp1,36_378,student,147,SLIDE_PREV,96,
6790,2019-01-08 13:10:51,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
6791,2019-01-08 13:10:52,exp1,36_378,student,147,SLIDE_PREV,95,
6792,2019-01-08 13:10:52,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
6793,2019-01-08 13:10:53,exp1,36_378,student,147,SLIDE_NEXT,96,
6794,2019-01-08 13:10:53,exp1,36_378,student,147,SLIDE_NEXT,97,
6797,2019-01-08 13:10:54,exp1,36_378,student,147,SLIDE_AUTO_START,98,
6798,2019-01-08 13:10:54,exp1,36_378,student,147,SLIDE_NEXT,98,
6818,2019-01-08 13:11:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6841,2019-01-08 13:12:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6863,2019-01-08 13:13:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6884,2019-01-08 13:14:26,exp1,36_378,student,155,SLIDE_PREV,96,
6885,2019-01-08 13:14:26,exp1,36_378,student,155,SLIDE_AUTO_STOP,0,
6886,2019-01-08 13:14:27,exp1,36_378,student,155,SLIDE_PREV,95,
6887,2019-01-08 13:14:27,exp1,36_378,student,155,SLIDE_AUTO_STOP,0,
6888,2019-01-08 13:14:29,exp1,36_378,student,155,SLIDE_PREV,94,
6889,2019-01-08 13:14:29,exp1,36_378,student,155,SLIDE_AUTO_STOP,0,
6893,2019-01-08 13:14:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
229,2019-01-08 13:15:10,exp1,36_378,teacher,-1,CHANGE_SLIDE,98,99
6916,2019-01-08 13:15:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6919,2019-01-08 13:15:54,exp1,36_378,student,150,WRITE_NOTE,0,"<p>Chef de projet:</p><p>- Comprendre les besoins,</p><p>- capable de gerer une &eacute;quipe</p><p>&nbsp;</p><p>Premi&egrave;re &eacute;tape: s&eacute;parer les r&ocirc;les.</p><p>Le CDP est porte parole de l&#39;&eacute;quipe</p><p>Les r&eacute;unions sont ultra importantes. (relire les diapos)</p><p>Manifeste Agile : https://fr.wikipedia.org/wiki/Manifeste_agile</p><p>+ : les</p>"
6932,2019-01-08 13:16:17,exp1,36_378,student,159,WRITE_NOTE,92,<p>Les processus et les outils</p><p>&nbsp;</p><p>&nbsp;</p>
6939,2019-01-08 13:16:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6943,2019-01-08 13:16:54,exp1,36_378,student,150,WRITE_NOTE,0,"<p>Chef de projet:</p><p>- Comprendre les besoins,</p><p>- capable de gerer une &eacute;quipe</p><p>&nbsp;</p><p>Premi&egrave;re &eacute;tape: s&eacute;parer les r&ocirc;les.</p><p>Le CDP est porte parole de l&#39;&eacute;quipe</p><p>Les r&eacute;unions sont ultra importantes. (relire les diapos)</p><p>Manifeste Agile : https://fr.wikipedia.org/wiki/Manifeste_agile</p><p>+ :</p>"
6962,2019-01-08 13:17:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
6973,2019-01-08 13:18:10,exp1,36_378,student,156,NEED_SLOW,99,
6974,2019-01-08 13:18:11,exp1,36_378,student,156,NEED_SLOW,99,
6976,2019-01-08 13:18:12,exp1,36_378,student,156,NEED_SLOW,99,
6985,2019-01-08 13:18:31,exp1,36_378,student,141,SLIDE_PREV,98,
6986,2019-01-08 13:18:31,exp1,36_378,student,141,SLIDE_AUTO_STOP,0,
6988,2019-01-08 13:18:31,exp1,36_378,student,141,SLIDE_PREV,97,
6989,2019-01-08 13:18:31,exp1,36_378,student,141,SLIDE_AUTO_STOP,0,
6990,2019-01-08 13:18:32,exp1,36_378,student,141,SLIDE_PREV,96,
6991,2019-01-08 13:18:32,exp1,36_378,student,141,SLIDE_AUTO_STOP,0,
6992,2019-01-08 13:18:33,exp1,36_378,student,141,SLIDE_PREV,95,
6993,2019-01-08 13:18:33,exp1,36_378,student,141,SLIDE_AUTO_STOP,0,
6994,2019-01-08 13:18:33,exp1,36_378,tester,0,SLIDE_PREV,98,
6995,2019-01-08 13:18:33,exp1,36_378,tester,0,SLIDE_AUTO_STOP,0,
6996,2019-01-08 13:18:34,exp1,36_378,tester,0,SLIDE_PREV,97,
6997,2019-01-08 13:18:34,exp1,36_378,tester,0,SLIDE_AUTO_STOP,0,
7000,2019-01-08 13:18:37,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
7001,2019-01-08 13:18:39,exp1,36_378,tester,0,SLIDE_NEXT,98,
7002,2019-01-08 13:18:39,exp1,36_378,tester,0,SLIDE_AUTO_START,99,
7003,2019-01-08 13:18:39,exp1,36_378,tester,0,SLIDE_NEXT,99,
7026,2019-01-08 13:19:38,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
7049,2019-01-08 13:20:38,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
7072,2019-01-08 13:21:38,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
7095,2019-01-08 13:22:38,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
7118,2019-01-08 13:23:38,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
7134,2019-01-08 13:24:17,exp1,36_378,student,159,WRITE_NOTE,92,<p>&nbsp;</p><p>&nbsp;</p>
7141,2019-01-08 13:24:38,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
7148,2019-01-08 13:25:05,exp1,36_378,student,138,WRITE_NOTE,0,<p><strong>Gestion de projet&nbsp;</strong></p><ol><li>Titre 1</li><li>Tit</li></ol>
7165,2019-01-08 13:25:38,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
7187,2019-01-08 13:26:38,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
7189,2019-01-08 13:26:50,exp1,36_378,student,147,SLIDE_PREV,98,
7190,2019-01-08 13:26:50,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
7192,2019-01-08 13:26:50,exp1,36_378,student,147,SLIDE_PREV,97,
7193,2019-01-08 13:26:50,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
7194,2019-01-08 13:26:51,exp1,36_378,student,147,SLIDE_PREV,96,
7195,2019-01-08 13:26:51,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
7196,2019-01-08 13:26:51,exp1,36_378,student,147,SLIDE_PREV,95,
7197,2019-01-08 13:26:51,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
7199,2019-01-08 13:26:52,exp1,36_378,student,147,SLIDE_PREV,94,
7200,2019-01-08 13:26:52,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
7203,2019-01-08 13:26:58,exp1,36_378,student,147,SLIDE_NEXT,95,
7204,2019-01-08 13:26:59,exp1,36_378,student,147,SLIDE_NEXT,96,
7205,2019-01-08 13:26:59,exp1,36_378,student,147,SLIDE_NEXT,97,
7206,2019-01-08 13:26:59,exp1,36_378,student,147,SLIDE_NEXT,98,
7207,2019-01-08 13:26:59,exp1,36_378,student,147,SLIDE_AUTO_START,99,
7208,2019-01-08 13:26:59,exp1,36_378,student,147,SLIDE_NEXT,99,
7226,2019-01-08 13:27:38,exp1,36_378,tester,0,WRITE_NOTE,0,"<p>M&eacute;thode agile: plus qu&#39;une recette, un &eacute;tat d&#39;esprit.</p>"
7279,2019-01-08 13:30:11,exp1,36_378,student,147,SLIDE_PREV,98,
7280,2019-01-08 13:30:11,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
7284,2019-01-08 13:30:14,exp1,36_378,student,147,SLIDE_AUTO_START,99,
7285,2019-01-08 13:30:14,exp1,36_378,student,147,SLIDE_NEXT,99,
7559,2019-01-08 13:43:15,exp1,36_378,student,147,SLIDE_PREV,98,
7560,2019-01-08 13:43:15,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
7563,2019-01-08 13:43:17,exp1,36_378,student,147,SLIDE_PREV,97,
7564,2019-01-08 13:43:17,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
7565,2019-01-08 13:43:18,exp1,36_378,student,147,SLIDE_PREV,96,
7566,2019-01-08 13:43:18,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
7568,2019-01-08 13:43:18,exp1,36_378,student,147,SLIDE_PREV,95,
7569,2019-01-08 13:43:18,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
7570,2019-01-08 13:43:19,exp1,36_378,student,147,SLIDE_PREV,94,
7571,2019-01-08 13:43:19,exp1,36_378,student,147,SLIDE_AUTO_STOP,0,
7617,2019-01-08 13:45:34,exp1,36_378,student,148,SLIDE_PREV,93,
7618,2019-01-08 13:45:34,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7619,2019-01-08 13:45:35,exp1,36_378,student,148,SLIDE_PREV,92,
7620,2019-01-08 13:45:35,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7621,2019-01-08 13:45:35,exp1,36_378,student,148,SLIDE_PREV,91,
7622,2019-01-08 13:45:35,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7624,2019-01-08 13:45:36,exp1,36_378,student,148,SLIDE_PREV,90,
7625,2019-01-08 13:45:36,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7626,2019-01-08 13:45:37,exp1,36_378,student,148,SLIDE_PREV,89,
7627,2019-01-08 13:45:37,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7630,2019-01-08 13:45:38,exp1,36_378,student,146,SLIDE_PREV,98,
7631,2019-01-08 13:45:38,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7632,2019-01-08 13:45:38,exp1,36_378,student,146,SLIDE_PREV,97,
7633,2019-01-08 13:45:38,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7634,2019-01-08 13:45:38,exp1,36_378,student,146,SLIDE_PREV,96,
7635,2019-01-08 13:45:38,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7636,2019-01-08 13:45:38,exp1,36_378,student,146,SLIDE_PREV,95,
7637,2019-01-08 13:45:38,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7629,2019-01-08 13:45:38,exp1,36_378,student,148,SLIDE_NEXT,90,
7638,2019-01-08 13:45:41,exp1,36_378,student,146,SLIDE_NEXT,96,
7641,2019-01-08 13:45:49,exp1,36_378,student,148,SLIDE_PREV,89,
7642,2019-01-08 13:45:49,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7643,2019-01-08 13:45:50,exp1,36_378,student,148,SLIDE_NEXT,90,
7644,2019-01-08 13:45:51,exp1,36_378,student,148,SLIDE_NEXT,91,
7645,2019-01-08 13:45:52,exp1,36_378,student,148,SLIDE_NEXT,92,
7647,2019-01-08 13:45:52,exp1,36_378,student,148,SLIDE_NEXT,93,
7648,2019-01-08 13:45:53,exp1,36_378,student,148,SLIDE_NEXT,94,
7649,2019-01-08 13:45:54,exp1,36_378,student,147,SLIDE_NEXT,95,
7653,2019-01-08 13:45:55,exp1,36_378,student,147,SLIDE_NEXT,96,
7651,2019-01-08 13:45:55,exp1,36_378,student,148,SLIDE_NEXT,95,
7652,2019-01-08 13:45:55,exp1,36_378,student,148,SLIDE_NEXT,96,
7654,2019-01-08 13:45:56,exp1,36_378,student,147,SLIDE_NEXT,97,
7655,2019-01-08 13:45:57,exp1,36_378,student,147,SLIDE_NEXT,98,
7656,2019-01-08 13:45:57,exp1,36_378,student,147,SLIDE_AUTO_START,99,
7657,2019-01-08 13:45:57,exp1,36_378,student,147,SLIDE_NEXT,99,
7716,2019-01-08 13:48:36,exp1,36_378,tester,137,RESOURCE_DISLIKE,99,Gazole ( diapo_ 99 )http://fr.wikipedia.org/wiki/Gazole
7721,2019-01-08 13:48:54,exp1,36_378,student,148,SLIDE_PREV,95,
7722,2019-01-08 13:48:54,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7724,2019-01-08 13:48:55,exp1,36_378,student,148,SLIDE_PREV,94,
7725,2019-01-08 13:48:55,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7726,2019-01-08 13:48:55,exp1,36_378,student,148,SLIDE_PREV,93,
7727,2019-01-08 13:48:55,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7728,2019-01-08 13:48:56,exp1,36_378,student,148,SLIDE_PREV,92,
7729,2019-01-08 13:48:56,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7730,2019-01-08 13:48:57,exp1,36_378,student,148,SLIDE_PREV,91,
7731,2019-01-08 13:48:57,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7732,2019-01-08 13:48:58,exp1,36_378,student,148,SLIDE_PREV,90,
7733,2019-01-08 13:48:58,exp1,36_378,student,148,SLIDE_AUTO_STOP,0,
7735,2019-01-08 13:52:03,exp1,36_378,student,152,SLIDE_PREV,82,
7736,2019-01-08 13:52:03,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
7737,2019-01-08 13:52:04,exp1,36_378,student,152,SLIDE_PREV,81,
7738,2019-01-08 13:52:04,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
7739,2019-01-08 13:52:05,exp1,36_378,student,152,SLIDE_PREV,80,
7740,2019-01-08 13:52:05,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
7741,2019-01-08 13:52:06,exp1,36_378,student,152,SLIDE_PREV,79,
7742,2019-01-08 13:52:06,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
7743,2019-01-08 13:52:06,exp1,36_378,student,152,SLIDE_PREV,78,
7744,2019-01-08 13:52:06,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
7745,2019-01-08 13:52:07,exp1,36_378,student,152,SLIDE_PREV,77,
7746,2019-01-08 13:52:07,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
7747,2019-01-08 13:52:12,exp1,36_378,student,152,SLIDE_PREV,76,
7748,2019-01-08 13:52:12,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
7749,2019-01-08 13:52:16,exp1,36_378,student,152,SLIDE_PREV,75,
7750,2019-01-08 13:52:16,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
7751,2019-01-08 13:52:17,exp1,36_378,student,152,SLIDE_PREV,74,
7752,2019-01-08 13:52:17,exp1,36_378,student,152,SLIDE_AUTO_STOP,0,
7753,2019-01-08 13:52:22,exp1,36_378,student,152,SLIDE_NEXT,75,
7754,2019-01-08 13:52:22,exp1,36_378,student,152,SLIDE_NEXT,76,
7755,2019-01-08 13:52:22,exp1,36_378,student,152,SLIDE_NEXT,77,
7756,2019-01-08 13:52:22,exp1,36_378,student,152,SLIDE_NEXT,78,
7757,2019-01-08 13:52:23,exp1,36_378,student,152,SLIDE_NEXT,79,
7758,2019-01-08 13:52:23,exp1,36_378,student,152,SLIDE_NEXT,80,
7759,2019-01-08 13:52:23,exp1,36_378,student,152,SLIDE_NEXT,81,
7760,2019-01-08 13:52:23,exp1,36_378,student,152,SLIDE_NEXT,82,
7761,2019-01-08 13:52:23,exp1,36_378,student,152,SLIDE_AUTO_START,83,
7762,2019-01-08 13:52:23,exp1,36_378,student,152,SLIDE_NEXT,83,
7763,2019-01-08 13:52:28,exp1,36_378,student,152,SLIDE_AUTO_START,83,
7787,2019-01-08 14:26:11,exp1,36_378,student,152,NEED_EXPLAINATION,83,
7788,2019-01-08 14:26:32,exp1,36_378,student,159,SLIDE_AUTO_START,98,
7820,2019-01-08 14:31:10,exp1,36_378,student,146,SLIDE_PREV,97,
7821,2019-01-08 14:31:10,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7822,2019-01-08 14:31:11,exp1,36_378,student,146,SLIDE_PREV,96,
7823,2019-01-08 14:31:11,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7824,2019-01-08 14:31:12,exp1,36_378,student,146,SLIDE_PREV,95,
7825,2019-01-08 14:31:12,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7827,2019-01-08 14:31:15,exp1,36_378,student,146,SLIDE_PREV,94,
7828,2019-01-08 14:31:15,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7829,2019-01-08 14:31:15,exp1,36_378,student,146,SLIDE_PREV,93,
7830,2019-01-08 14:31:15,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7831,2019-01-08 14:31:15,exp1,36_378,student,146,SLIDE_PREV,92,
7832,2019-01-08 14:31:15,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7833,2019-01-08 14:31:16,exp1,36_378,student,146,SLIDE_PREV,91,
7834,2019-01-08 14:31:16,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7835,2019-01-08 14:31:16,exp1,36_378,student,146,SLIDE_PREV,90,
7836,2019-01-08 14:31:16,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7837,2019-01-08 14:31:17,exp1,36_378,student,146,SLIDE_PREV,89,
7838,2019-01-08 14:31:17,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7839,2019-01-08 14:31:18,exp1,36_378,student,146,SLIDE_PREV,88,
7840,2019-01-08 14:31:18,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7841,2019-01-08 14:31:19,exp1,36_378,student,146,SLIDE_PREV,87,
7842,2019-01-08 14:31:19,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7844,2019-01-08 14:31:19,exp1,36_378,student,146,SLIDE_PREV,86,
7845,2019-01-08 14:31:19,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7846,2019-01-08 14:31:20,exp1,36_378,student,146,SLIDE_PREV,85,
7847,2019-01-08 14:31:20,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7848,2019-01-08 14:31:20,exp1,36_378,student,146,SLIDE_PREV,84,
7849,2019-01-08 14:31:20,exp1,36_378,student,146,SLIDE_AUTO_STOP,0,
7850,2019-01-08 14:31:28,exp1,36_378,student,146,SLIDE_NEXT,85,
